Positive	Negative	Text
2	-1	"Rumors, the hypothesis of external support for the #Monti government is spreading in the #Pdl. But it is a hypothesis, for now. What would Napolitano say? #hurry up"
3	-1	"#EmilioFede: more than Super Mario Monti, I like Super Silvio!"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti"
2	-1	"Monti government or elections ?!"
3	-1	"Vendola in favor of the Monti government. I didn't expect it and I'm glad! #FullMonti # 3O8 #fatepresto"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @angealfa @AzioneUni @alepontecorvo @cinelliandreany @ChiaraColosimo"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @CristianAlicata @CarloTramontano @Diletta_Ale @DianaFabrizi @donzelli"
2	-1	"Yes to Europe, no to the EuroBANK! No to Mario Monti #nomonti @FabioGamboni @FilippoCoderoni @labellafabio @Mosaman @GiuliaBraca @GiorgiaMeloni"
1	-1	"A #Monti government would penalize the agreement of the Democratic Party with Vendola more than with Di Pietro. Berlusconi's withdrawal will suffice to penalize Di Pietro"
2	-1	"Yes to Europe, no to the EuroBANK! No to Mario Monti #nomonti @GTravagliati @GianluigiVerta @Giovane_Italia @ilpdl @ LucaB_83 @LucCavaliere"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @masechi @mchicco @mara_carfagna @MatteoPrugnoli @Paternoster_mim"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @Piopporosso @RaffaellaMad @SabaGiulia @santicautela @secoloditalia"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @SurFilWave @TullioApi @GiorgiaUlgiati @valesalomo @VALERIA_GENOVA"
2	-2	"@ Bandini83 It will always be like this, only now the only plausible solution is the Monti government. Elections are a waste of time and money"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @ValerioSordilli @VaninaRamacci"
3	-1	"MARIO MONTI: ""THE EURO IS A SUCCESS, ESPECIALLY FOR GREECE"" http://t.co/Ttg7j9tY"
1	-3	"@CiccioRatti @toppouncapo @MichiamoMita @daywaster Trout, Mario Monti? , Nono, for me a capricious!"
1	-1	"Among the first measures of the #government #Monti, policy cost cuts. Do you also need a technical #Parliament to vote on them? # make it soon # 308"
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @CarolaLatini"
3	-1	"NO NO NO. The Monti government will not have my support! Let's go to the polls #chissenefrega #voto #colle #vivalafuga"
3	-1	"http://t.co/yBquvQsL Mario #Monti, a technician of great quality. Point."
2	-1	"Yes to Europe no to the EuroBANK! No to Mario Monti #nomonti @Idvstaff"
1	-2	"are you for or against the Monti government that is about to be born? #citofonareadinolfi live on http://t.co/8M9Mr129"
1	-1	"@il_lazza the Monti government will last from 12 to noon. Let it bet?"
1	-1	"Odifreddi: Mario Monti is a saint immediately? http://t.co/YHq3F4nq"
2	-1	"Crisis: Rehn, Monti? a very competent friend and former colleague: Brussels, 10 Nov. ? (Adnkronos)? ""Mario Monti is ... http://t.co/3F90aBcN"
1	-1	"Mario Monti at the helm of the government? Berlusconi: ""choice ... MNews.IT http://t.co/SlQFCVOz"
1	-4	"Monti government of emergency or abuse of power? http://t.co/g0NzmSwz"
1	-1	"Crisis, the Quirinale makes the move of the Monti government and sets the times. Assignment Sunday ?: After the thunderous crash ... http://t.co/rdSPYgmd"
1	-5	"You have not feared that clown and his clique for many years .. and now you are afraid of Mario Monti ?! What an Italy, this."
1	-2	"Mario Monti to the Government? Antonio Di Pietro declares against http://t.co/Jh1TcnTz"
1	-3	"Mario Monti and the Italian crisis: we have a huge job to do ... http://t.co/C5D90Cu5"
2	-1	"@Idvstaff you have to take your responsibilities! Yes to the Monti Government!"
2	-2	"An unrepeatable opportunity to eradicate the vices of this country. Trust in Mario Monti."
3	-1	"Who says yes to the Monti government? http://t.co/sZmWVHB6 reading these names is impressive eh, but let's swallow this toad: Government Monti is!"
1	-1	"Beppe Grillo: Monti government? Remember that of Badoglio: ROME? '' Cavalier Silvio Berlusconi was received ... http://t.co/bIPNHeaN"
1	-1	"Monti is a man of the powers that are sinking our country. # Monti government"
1	-1	"Montezemolo, Monti government, the only solution for the country: then we're screwed"
1	-1	"It was Mario Monti who fined Microsoft 497 million for its dominant position in the market http://t.co/n8YSjklo #governo #monti"
1	-1	"What will change with the Monti government? http://t.co/d1Tkxkqr #fatepresto?"
1	-1	"Napolitano: ""We will be up to the task"": Towards a government of national unity led by Mario Monti. «Eur ... http://t.co/rmIrBeOR"
2	-1	"What changes with the Monti government? http://t.co/QgImafbd #fatepresto? (right link!)"
1	-2	"Italy risks a very heavy recession: only a Monti government can carry out the reforms requested by the EU http://t.co/udMd6Duj"
2	-1	"Who says yes to the Monti #government? #doespresto #meritodimonti"
1	-1	"The noise of the helicopters ready to land on the homeland is heard, the #Monti Government is set up. Maybe they find where to put Bini Smaghi"
3	-1	"Mario Monti who? http://t.co/vUHzcxmu Seeee, oh well! Goldman Sachs de what? http://t.co/QCgBGPP3"
2	-2	"@beppe_grillo Italy is certainly not bad for people like Mario Monti, if anything, it is bad for people like you"
3	-2	"Without work, without hope. In Italy 3 million discouraged http://t.co/Qa9P0MTO #Governo Monti"
1	-4	"Trade unions http://t.co/MgsqJzGV Melchionna, Cisl: Yes to the Monti Government Recourse to the polls, a catastrophe http://t.co/LzX4WRaB"
1	-1	"6 hands article for @espressonline with @fabiochiusi and Silvia Cerami. Object? Monti government who is there? http://t.co/oRceu4lZ"
1	-1	"Mario Monti's Disturbing Sponsors http://t.co/9r2uaqqH"
1	-1	"*: ""The Monti government? It is in the hands of Berlusconi"", they tell the Democratic Party http://t.co/i41Ytkl9"
2	-1	"The good news today, in addition to the likely Monti government, is that Di Pietro would pull out."
3	-4	"@pietroraffa I don't know what to hope for, where you turn you turn there is disgust, both in the event of elections and of government mountains"
2	-3	"we made a playlist on the crisis of Berlusconi and Mario Monti senator for life http://t.co/DgTBTN2F good vision"
2	-1	"http://t.co/MXOON3vY ihihihi go with the Monti Government, Minister for the Economy Laura Pausini (how good I am at using #TT mammamà ...)"
1	-4	"Scilipoti will not vote for the Monti government. And now, how are we going to do it? Will we steal? Nikki-nikki, he who steals hangs himself!"
1	-3	"@SalvatoreMerlo: After having smashed the Berlusconi government (and the PDL), the quarrel between the former An is likely to smash the unborn Monti government"
1	-1	"Mario Monti is a statesman: but of which state?"
1	-1	"No to a Monti government."
3	-2	"Will the PDL really and definitively split on support for the Monti government? After B.'s resignation it would be the second great news"
2	-1	"The fact that the Lega does not intend to support the Monti government means that it is right to support that government ..."
1	-1	"Calderoli: Monti government? Banda Bassotti .. in fact they were those of Magliana .. #FullMonti #fuoritutti #piazzapulita"
1	-3	"Who says yes to the Monti government? The list of morons in orange http://t.co/L5F3ozIr"
1	-1	"Schemino di Repubblica: who says yes to the Monti government http://t.co/ZmHmLzYb"
1	-2	"Does democracy lose on technocracy? # 308 soon the Monti government"
1	-2	"#fatepresto but the Monti government does not leave Friday 11/11/11 at 11? nn we are superstitious but when it is too much it is too much"
1	-1	"Can you help me find Mario Monti on this list? http://t.co/vSGKRQvZ"
1	-2	"If the ministers of the Berlusconi government also enter the Monti government, how do you get close. Those have ruined the country. Can not be done"
1	-1	"elo #spread why does it go up and down? Monti government"
2	-2	"The dem will support the new government #Monti, #Idv will vote against. Goodbye Vasto http://t.co/AJkqiPra #Pd #Bersani #DiPietro"
1	-1	"Is Berlusconi already in the electoral campaign? # 308 #fatepresto Monti Government"
2	-1	"Sacconi on the Monti government: goodbye to fundamental values ​​such as life and family http://t.co/CnL50kqZ ... but why?!? because?!?"
2	-1	"mario monti and that's it!"
1	-2	"Full Monty. All crazy for Mario Monti. http://t.co/80x7Qxf1 Click on the link"
1	-1	"The Mario Monti government program is that of Berlusconi without Berlusconi"
1	-1	"Bocchino: ""A Monti government and elections in 2013 immediately"": Generation Italy http://t.co/Cvr4C17c"
1	-3	"Di Pietro against the Monti government But the base attacks him on the Net: The leader of the Idv Antonio di Pietro Antonio ... http://t.co/zhRTwLv3"
1	-1	"mario monti"
2	-2	"Mario #Monti represents the last chance for politics to save itself and avoid the mark of irresponsibility."
1	-3	"Monti government. Totò ministers: Amato, Formigoni ... The new advancing, after Berlusconi ... What bitterness!"
1	-2	"I would like to go and vote, but I don't think it's time to waste more time and above all money. A Monti government could go. And for you?"
1	-1	"Mario Monti received at the Quirinale ""Italy, a huge job to do"" Corriere della Sera: http://t.co/x7oclc5l via @Corriereit"
1	-2	"@riotta Has Bini Smaghi the future professor at Harvard resigned or Bini Smaghi the future economy minister of the Monti government?"
2	-1	"Totoministri for the Monti government: Gelmini to public works, will make the neutrino tunnel!"
1	-2	"Who is against a #Monti government because it would be technocratic, not chosen by the sovereign people bla bla bla maybe it is not sincere"
2	-1	"#fatepresto @idvstaff support the government @monti mandatory for the credibility of the political class to protect the interests of the country #sositalia"
3	-1	"Mario Monti or as Odifreddi Mari or Monti pointed out to me. Certainly his parents had a sense of humor"
1	-1	"After #Obama, only spiderman and superman #fatepresto are missing to push for the government #monti"
1	-1	"Mario Monti received at the Quirinale http://t.co/6G8CXKaO"
1	-3	"Plague seize those who want to make the #Monti government fail. #hurry up"
2	-1	"Mario Monti declares that he wants to defeat privileges ... who knows how many pensions Dr. Monti has ?! #government #laresadeiconti @riotta"
2	-2	"maria stella gelmini, for mario monti the most important reform made in italy is that of marystar gelmini ahahahahahahah poor us"
2	-1	"@specchionero Mario Monti, Manco Morti, don't you like it? : P"
1	-1	"Mario Monti received at the Quirinale http://t.co/nGzTAfPg"
1	-1	"Tg3 video Mario Monti from Berlin talks about Italy: there is a huge job to do. Starting with the removal ... http://t.co/VXaxdKAp"
1	-4	"@FLIbocchino The Monti government appeals to all those who are afraid of the vote. Admit it"
2	-1	"a text message warns me that d'alema could be a minister in the monti government. suddenly via veneto has lost its charm"
1	-1	"Monti government, because the task of politics is to take note of reality ..."
1	-4	"@Idvstaff The Monti government appeals to all those who are afraid of the vote"
1	-4	"@ Raquel75: The #Monti government will make us cry. We used to just laugh ... let's make up our minds"
2	-1	"[News] Mario Monti, the lobbies and lounges dear to the senator for life http://t.co/mxscqBzm"
1	-2	"Mario Monti appointed senator for life: http://t.co/pOasfd9M The timing for Silvio Be's resignation ... http://t.co/IPSg3WeL"
2	-1	"The topic of the day, towards a Monti government: Colle's move to reassure the markets: the economist appointed ... http://t.co/zdZln5VR"
1	-1	"Bossi's words are the clearest sign, albeit indirect, of the almost certainty of the Monti government: '' If we go to the next ..."
1	-1	"How do I think about a possible Monti government: http://t.co/gJ2ILjGQ"
2	-1	"the Monti government is the government of the Markets! #piazzapulita @ PiazzapulitaLA7"
1	-1	"full powers to Mario Monti. Indeed which government could be more appropriate than a Full Monty for this country (ispired by @ximorobiondo)"
3	-1	"Faith: if silvio leaves, I leave tg4. Here is the positive news produced by the monti government."
1	-1	"@riotta in my opinion Bini goes to the Monti government."
1	-2	"Heard Fini to #serviziopublic: shareable. Doubt: B. will endorse the Monti government or opt for Cada Sansone with all the Italians ..."
1	-1	"the Monti government is very popular with Montezemolo, Confindustria, Goldman Sachs, ECB and Dracula"
